Mã học phần 	Tên học phần	Tín chỉ
KL424E	Luật thương mại chuyên sâu	4
KL425E	Pháp luật về các hiệp định thương mại	2
KL427	Pháp luật về hợp đồng trong thương mại	2
KL428E	Pháp luật về kinh doanh bảo hiểm	2
KL431	Thực tập tốt nghiệp	2
KT002T	Kinh tế tài nguyên môi trường	2
KT005E	Quản trị doanh nghiệp đại cương	2
KT007E	Kinh tế nông nghiệp và phát triển nông thôn	2
KT022	Kỹ năng giao tiếp	2
KT052H	Xác suất thống kê	2
KT101	Kinh tế vi mô 1	3
KT101H	Toán kinh tế	3
KT102	Kinh tế vĩ mô 1	3
KT102H	Anh văn chuyên ngành kinh doanh quốc tế	3
KT103	Quản trị học	3
KT103H	Kinh tế vi mô	3
KT104	Marketing căn bản	3
KT104H	Kinh tế vĩ mô	3
KT105	Toán kinh tế 1	3
KT106	Nguyên lý kế toán	3
KT106H	Quản trị học	3
KT107	Toán kinh tế 2	2
KT107H	Marketing căn bản	3
KT108	Nguyên lý thống kê kinh tế	3
KT108H	Nguyên lý kế toán	3
KT109	Phương pháp nghiên cứu kinh tế	2
KT109H	Đạo đức trong kinh doanh	3
KT110H	Thống kê trong kinh doanh	3
KT111	Tài chính - Tiền tệ	3
KT111H	Kinh tế quốc tế	3
KT111HE	Kinh tế quốc tế	3
KT113	Kinh tế lượng	3
KT114	Kinh tế công cộng	3
KT115	Kinh tế phát triển	3
KT115H	Quản trị nguồn nhân lực	3
KT116H	Quản trị tài chính 1	3
KT117H	Kinh tế học Ngân hàng	3
KT118	Kinh tế học hành vi	3
KT118E	Kinh tế học hành vi	3
KT119	Phương pháp tư duy và kỹ năng giải quyết vấn đề	2
KT119HE	Tài chính cá nhân	3
KT120H	Kỹ năng làm việc nhóm và giải quyết vấn đề	2
KT121H	Kỹ năng đàm phán và ứng tuyển	2
KT122	Kiến tập ngành Quản trị kinh doanh	2
KT122H	Kỹ năng lãnh đạo	2
KT123E	Quản trị sự thay đổi	2
KT124	Thực hành xây dựng nhóm	2
KT126	Phương pháp nghiên cứu trong Kế toán - Kiểm toán	2
KT127HE	Nguyên lý tiền tệ và Hệ thống tài chính	3
KT128	Kế toán tài chính 3	3
KT128H	Kinh tế lượng	3
KT129H	Phương pháp nghiên cứu trong TC-NH	2
KT133	Kiến tập ngành Kinh tế tài nguyên môi trường	2
KT134	Kiến tập ngành Kinh tế	2
KT135	Thương mại điện tử	3
KT136	Quản trị Marketing	2
KT137	Anh Văn chuyên ngành du lịch	3
KT138	Anh văn thương mại	3
KT139	Thống kê du lịch	2
KT140	Nghiệp vụ bảo hiểm	3
KT141E	Pháp luật ngân hàng thương mại	3
KT142	Luật thương mại	3
KT142E	Luật Thương mại	3
KT143	Luật cạnh tranh	2
KT144	Phương pháp nghiên cứu và viết báo cáo khoa học	3
KT145	Kiến tập tài chính	1
KT146	Kiến tập ngân hàng	1
KT147	Thực tập hướng dẫn du lịch	2
KT147H	Kinh tế lượng	2
KT148	Đàm phán trong kinh doanh	3
KT149	Phân tích dữ liệu trong kinh tế và kinh doanh	3
KT149H	Phân tích dữ liệu trong kinh tế và kinh doanh	3
KT150	Chuyển đổi số trong kinh tế và kinh doanh	3
KT150H	Chuyển đổi số trong kinh tế và kinh doanh	3
KT151	Ứng dụng AI và IoT trong kinh tế và kinh doanh	3
KT151H	Ứng dụng AI và IoT trong kinh tế và kinh doanh	3
KT155	Hành vi người tiêu dùng trực tuyến	2
KT156	Phân tích dữ liệu	3
KT157	Hệ thống thanh toán điện tử	2
KT158	Kiến tập Thương mại điện tử	2
KT159	Quản trị quan hệ khách hàng điện tử	2
KT160	Kinh doanh trực tuyến	2
KT161	Anh văn chuyên ngành thương mại điện tử	3
KT162	Trò chơi hóa trong marketing	3
KT163	Phát triến sản phẩm mới	3
KT164	Marketing nội dung	2
KT165	Marketing dịch vụ	3
KT166	Marketing mạng xã hội	2
KT167	Phân tích dữ liệu marketing điện tử	3
KT168E	Thực hành Kinh tế nông nghiệp ứng dụng	2
KT169	Chuẩn mực kế toán Việt Nam	3
KT170	Kiến tập ngành Kế toán 1	2
KT171	Kiến tập ngành Kế toán 2	2
KT172E	Đạo đức nghề nghiệp Kế toán - Kiểm toán	2
KT173	Kế toán điều tra và kiểm tra gian lận	3
KT174	Trí tuệ nhân tạo và dữ liệu lớn trong Kế toán -Kiểm toán	3
KT175E	Thống kê doanh nghiệp	2
KT176E	Chuẩn mực kế toán công	3
KT177	Kiến tập ngành Kiểm toán 1	2
KT178	Kiến tập ngành Kiểm toán 2	2
KT187E	Nguyên lý bảo hiểm	2
KT188	Kiến tập bảo hiểm	1
KT189	Kinh tế tuần hoàn	2
KT190	Anh văn chuyên ngành Tài chính - Ngân hàng	3
KT191	Logistics và quản lý chuỗi cung ứng	3
KT191H	Logistics và quản lý chuỗi cung ứng	3
KT192	Chuyên đề Kinh doanh quốc tế	1
KT193	Seminar Kinh doanh quốc tế	1
KT193H	Seminar Kinh doanh quốc tế	1
KT194	Nông nghiệp kỹ thuật số	3
KT194H	Kinh doanh và chuỗi giá trị toàn cầu	3
KT195	Pháp văn chuyên môn kinh tế	3
KT195H	Thực tập nghiệp vụ thanh toán quốc tế	1
KT196	Seminar kinh tế nông nghiệp	2
KT196H	Thực tập nghiệp vụ ngoại thương	1
KT197	Ứng dụng toán trong kinh doanh	2
KT197H	Thực tập logistics	2
KT198E	Chuẩn mực kế toán quốc tế	3
KT198H	Thực tập chiến lược kinh doanh quốc tế	2
KT199E	Chuẩn mực kiểm toán	2
KT200	Digital Marketing	2
KT200E	Digital Marketing	2
KT200H	Quản trị ngân hàng thương mại	3
KT201	Quản trị dự án	2
KT201H	Chứng khoán phái sinh	3
KT202H	Quản trị tài chính 2	3
KT203	Ứng dụng toán trong kinh doanh	3
KT203HE	Marketing ngân hàng	3
KT204	Quản trị nguồn nhân lực	3
KT204HE	Thị trường chứng khoán	3
KT205	Quy hoạch tuyến tính	3
KT205HE	Tài chính quốc tế	3
KT206	Đạo đức trong kinh doanh và văn hóa doanh nghiệp	2
KT206E	Đạo đức trong kinh doanh và văn hóa doanh nghiệp	2
KT206H	Tài chính công	3
KT207	Mô phỏng tình huống trong kinh doanh	3
KT207H	Đầu tư tài chính	3
KT208	Quản trị hệ thống thông tin doanh nghiệp	2
KT208E	Quản trị hệ thống thông tin doanh nghiệp	2
KT209	Anh văn chuyên môn kinh tế	3
KT209H	Quản trị ngân hàng điện tử	3
KT210	Tâm lý quản lý	2
KT210E	Tâm lý quản lý	2
KT211	Quản trị kinh doanh lữ hành	3
KT212	Quản trị kinh doanh lưu trú	3
KT212H	Quản trị thương hiệu	3
KT213	Quản trị kinh doanh nhà hàng	3
KT213H	Quản trị sản xuất và tác nghiệp	3
KT214	Tổ chức sự kiện	2
KT215	Marketing địa phương	2
KT217	Marketing thương mại	3
KT218	Chiêu thị và truyền thông marketing	2
KT220	Quan hệ công chúng	2
KT222	Phân tích báo cáo tài chính	2
KT224E	Vận tải và bảo hiểm ngoại thương	3
KT226	Quản trị tài chính các công ty đa quốc gia	3
KT229	Kiến tập ngành Kinh doanh thương mại	2
KT230	Quản trị chuỗi cung ứng	2
KT238E	Pháp luật kiểm toán	2
KT240	Marketing nông nghiệp	3
KT242	Kế toán môi trường	2
KT242E	Kế toán môi trường	2
KT243	Quản trị rủi ro trong thị trường nông sản	2
KT244	Phân tích chuỗi cung ứng hàng nông sản	2
KT245E	Kinh tế biến đổi khí hậu	3
KT246	Định giá tài nguyên môi trường	3
KT247	Kinh tế năng lượng tái tạo	2
KT249	Kinh tế học ngân hàng	3
KT250	Kiểm toán hoạt động	3
KT251	Kiểm toán Nhà nước	3
KT253	Kinh doanh nông nghiệp	3
KT254	Khởi sự doanh nghiệp	3
KT257	Phương pháp nghiên cứu trong tài chính	2
KT258	Kiến tập ngành Kinh tế nông nghiệp	2
KT258H	Quản trị đổi mới, cải tiến các công ty đa quốc gia	3
KT259	Kiến tập marketing	2
KT260	Ứng dụng phần mềm trong kế toán	3
KT266E	Sáp nhập và mua lại doanh nghiệp	2
KT268E	Kinh tế nông hộ	3
KT269	Định giá tài sản	3
KT270E	Lịch sử các học thuyết kinh tế	2
KT273	Kinh tế sinh thái và phát triển bền vững	2
KT274	Chính sách quản lý tài nguyên môi trường	2
KT275	Anh văn chuyên ngành Tài chính - Kế toán	3
KT278	Quảng cáo chuyên nghiệp	2
KT279	Marketing trực tiếp	2
KT280	Kinh doanh quốc tế 2	3
KT284E	Kinh tế học quản lý	2
KT285	Seminar Kinh doanh thương mại	2
KT286	Quản trị rủi ro trong kinh doanh	3
KT286E	Quản trị rủi ro trong kinh doanh	3
KT287E	Quản trị liên văn hóa	2
KT288	Seminar Quản trị kinh doanh	2
KT289E	Tiểu luận tốt nghiệp - KTTN và MT	4
KT290	Tiểu luận tốt nghiệp - Kinh tế	4
KT291	Tiểu luận tốt nghiệp - QTKD	4
KT291E	Tiểu luận tốt nghiệp - QTKD	4
KT292E	Tiểu luận tốt nghiệp - QTDVDLLH	4
KT292H	Tiểu luận tốt nghiệp - QTDVDLLH	4
KT293	Tiểu luận tốt nghiệp - Marketing	4
KT294E	Tiểu luận tốt nghiệp - Kinh doanh quốc tế	4
KT295E	Tiểu luận tốt nghiệp - KDTM	4
KT296E	Tiểu luận tốt nghiệp - TCNH	4
KT298E	Tiểu luận tốt nghiệp kế toán	4
KT299E	Tiểu luận tốt nghiệp - Kiểm toán	4
KT300E	Tiểu luận tốt nghiệp - KTNN	4
KT300HE	Kinh tế đối ngoại	2
KT301	Kinh tế vi mô 2	3
KT301H	Đầu tư trực tiếp nước ngoài, thương mại và địa lý	3
KT302	Kinh tế vĩ mô 2	3
KT303	Kinh tế quốc tế	3
KT304	Kinh tế sản xuất	3
KT304H	Hệ thống thông tin kinh tế toàn cầu	2
KT305	Kinh tế môi trường	3
KT306E	Kinh tế lao động	3
KT306H	Pháp luật về hợp đồng thương mại quốc tế	2
KT307E	Kinh tế đối ngoại	3
KT308	Quản trị tài chính	3
KT309E	Tài chính quốc tế	3
KT309H	Chiến lược kinh doanh quốc tế	3
KT310E	Phân tích chính sách kinh tế	3
KT313H	Pháp luật về các hiệp định thương mại	2
KT314E	Hệ thống thông tin kinh tế	2
KT314H	Thanh toán quốc tế	3
KT315	Kế toán ngân sách	3
KT316	Kinh doanh quốc tế	3
KT316H	Quản trị đa văn hóa	3
KT318	Kinh tế nông nghiệp	3
KT318H	Quản trị tài chính trong công ty đa quốc gia	3
KT319	Kinh tế tài nguyên	3
KT321	Nghiên cứu marketing	3
KT322H	Thẩm định dự án	2
KT323H	Kế toán quản trị	3
KT324	Quản trị marketing	3
KT325H	Nghiên cứu Marketing	3
KT328	Thanh toán quốc tế	3
KT329E	Thị trường chứng khoán	3
KT329H	Marketing quốc tế	3
KT330	Thuế	3
KT330H	Khởi sự doanh nghiệp	3
KT331	Luận văn tốt nghiệp - Kinh tế	10
KT331H	Phân tích hoạt động kinh doanh	3
KT332H	Hành vi tổ chức	3
KT335	Marketing quốc tế	3
KT336	Nghiệp vụ ngoại thương	3
KT336H	Nghiệp vụ ngoại thương	3
KT337	Thương mại điện tử	2
KT338	Đầu tư quốc tế	3
KT339	Kế toán quản trị 1	3
KT340E	Kế toán quản trị 2	2
KT341	Kế toán tài chính 1	3
KT342	Kế toán tài chính 2	3
KT343	Kế toán quốc tế	3
KT345	Quản trị chất lượng sản phẩm	2
KT346	Quản trị chiến lược	3
KT347	Quản trị doanh nghiệp	3
KT349	Quản trị bán hàng	2
KT352	Quản trị du lịch và dịch vụ	3
KT354	Quản trị ngân hàng	3
KT358	Quản trị quan hệ khách hàng	2
KT358E	Quản trị quan hệ khách hàng	2
KT359	Quản trị rủi ro tài chính	3
KT360	Quản trị sản xuất	3
KT360E	Quản trị sản xuất	3
KT361	Quản trị thương hiệu	3
KT362	Quản trị thương mại	3
KT365	Phân tích và đánh giá tác động môi trường	2
KT367	Luận văn tốt nghiệp - KDQT	10
KT370	Hệ thống thông tin kế toán 1	3
KT371E	Hệ thống thông tin kế toán 2	2
KT372E	Kế toán chi phí	2
KT373	Kế toán hành chính sự nghiệp	3
KT374	Kế toán ngân hàng	3
KT375E	Kế toán và khai báo thuế	2
KT376	Kiểm toán 1	3
KT377	Kiểm toán 2	3
KT380E	Kinh tế du lịch và môi trường	2
KT381	Kinh tế du lịch	3
KT384	Tổ chức thực hiện công tác kiểm toán	3
KT393	Phân tích hoạt động kinh doanh	3
KT396	Marketing nông nghiệp	2
KT397	Marketing Du lịch	3
KT399	Luận văn tốt nghiệp - QTKD	10
KT400	Luận văn tốt nghiệp - KDTM	10
KT401	Luận văn tốt nghiệp - Marketing	10
KT401H	Luận văn tốt nghiệp - QTKD	10
KT402	Luận văn tốt nghiệp - QTDVDLLH	10
KT402H	Luận văn tốt nghiệp - QTDVDLLH	10
KT403	Kinh tế ô nhiễm và sức khỏe	2
KT404	Hệ thống kiểm soát nội bộ	2
KT409	Luận văn tốt nghiệp - TCNH	10
KT410HE	Tiểu luận tốt nghiệp	4
KT411	Phân tích chính sách nông nghiệp	3
KT411HE	Quản trị dòng vốn ngắn hạn	2
KT412HE	Sáp nhập và mua lại doanh nghiệp	2
KT413E	Kinh tế vùng	3
KT415	Luận văn tốt nghiệp - KTNN	10
KT418	Phân tích lợi ích chi phí	2
KT419E	Thương mại và môi trường	2
KT420E	Dự báo kinh tế	3
KT421	Luận văn tốt nghiệp - KTTNMT	10
KT425	Anh văn thương mại 1	3
KT428	Kỹ thuật đàm phán	2
KT429E	Hành vi khách hàng	2
KT431E	Hành vi tổ chức	2
KT438	Chuyên đề kinh tế học	2
KT440E	Chuyên đề kinh tế tài nguyên môi trường	2
KT441E	Chuyên đề Marketing	2
KT443	Chuyên đề Quản trị kinh doanh	2
KT451	Luận văn tốt nghiệp kế toán	10
KT452	Luận văn tốt nghiệp - Kiểm toán	10
KT454	Kế toán hợp nhất kinh doanh	2
KT455E	Kinh tế lương thực	2
KT456	Kinh tế sử dụng đất	2
KT457	Kinh tế tài nguyên nước và chính sách	2
KT458E	Marketing ngân hàng	3
KT459	Nghiệp vụ ngân hàng cá nhân	3
KT460	Nghiệp vụ ngân hàng doanh nghiệp	3
KT461	Nghiệp vụ thanh toán	3
KT463	Những vấn đề kinh tế nông nghiệp hiện hành	2
KT464E	Phân tích báo cáo tài chính khu vực công	2
KT465	Phân tích giá trong nông nghiệp	2
KT467	Quản lý nông trại	2
KT469	Seminar Quản trị dịch vụ du lịch và lữ hành	2
KT470	Tài chính công	3
KT471	Thống kê trong kinh tế và kinh doanh	3
KT472	Thực tập kinh doanh xuất nhập khẩu	2
KT473	Thực tập lĩnh vực khách sạn và nhà hàng	2
KT474	Thực tập lĩnh vực lữ hành	2
KT475	Thương mại nông nghiệp quốc tế	3
KT476E	Toán tài chính	2
KT477	Tổ chức thực hiện công tác kế toán	3
KT478E	Quản trị tài chính trong doanh nghiệp nông nghiệp	2
KT479	Phương pháp nghiên cứu trong kinh doanh	3
KT479H	Phương pháp nghiên cứu trong kinh doanh	3
KT480	Phân tích định tính trong kinh doanh	2
KT480E	Phân tích định tính trong kinh doanh	2
KT481	Phương pháp phân tích trong nghiên cứu du lịch	3
KT482	Quản trị mua hàng và lưu kho	2
KT483	Tổ chức sự kiện và lễ hội	3
KT484	Thực tập Nghiệp vụ ngoại thương và Logistics	2
KT485	Đầu tư tài chính	3
KT486	Lập kế hoạch kinh doanh	2
KT487	Kiến tập ngành Quản trị kinh doanh 2	2
KT490	Kỹ năng lập kế hoạch	2
KT491	Dự báo trong kinh doanh	3
KT492	Giao tiếp trong kinh doanh	2
KT493	Nghệ thuật lãnh đạo	2
KT494	Kiến tập ngành Quản trị kinh doanh 1	2
KT495	Hành vi khách du lịch	3
KT497	Quản lý điểm đến du lịch	3
KT498	Luận văn tốt nghiệp - TMDT	10
KT499	Tiểu luận tốt nghiệp - TMDT	4
KT501H	Luận văn tốt nghiệp kinh doanh quốc tế	10
KT502H	Luận văn tốt nghiệp	10
MI301C	Vi sinh đại cương	3
MI302C	Thực hành vi sinh đại cương	1
ML007	Logic học đại cương	2
ML014	Triết học Mác - Lênin	3
ML015	Triết học Mác - Lênin	4
ML016	Kinh tế chính trị Mác - Lênin	2
ML017	Kinh tế chính trị Mác - Lênin	3
ML018	Chủ nghĩa xã hội khoa học	2
ML019	Lịch sử Đảng Cộng sản Việt Nam	2
ML020	Lịch sử Đảng Cộng sản Việt Nam	3
ML021	Tư tưởng Hồ Chí Minh	2
ML022	Chủ nghĩa xã hội khoa học	2
ML023	Tư tưởng Hồ Chí Minh	2
ML102E	Lý luận dạy học - GDCD	2
ML104E	Lịch sử các học thuyết kinh tế	2
ML112E	Lịch sử phong trào cộng sản và công nhân quốc tế	2
ML121	Khoa học lãnh đạo	3
ML122	Phương pháp nghiên cứu khoa học - Triết học	2
ML123E	Triết học trong khoa học tự nhiên	2
ML126	Thực tế ngoài trường - Triết học	2
ML128	Thiết kế chương trình Giáo dục công dân	2
ML129	Đánh giá kết quả học tập Giáo dục công dân	2
ML131E	Ứng dụng công nghệ thông tin trong dạy học giáo dục công dân	2
ML139	Lịch sử tư tưởng chính trị	3
ML140	Quan hệ chính trị quốc tế	3
ML141	Hệ thống chính trị Việt Nam	2
ML142E	Vấn đề tôn giáo và chính sách tôn giáo	2
ML192E	Đạo đức học	2
ML193	Kinh tế học	3
ML194	Anh văn chuyên môn - Triết học	2
ML195	Pháp văn chuyên môn - Triết học	2
ML202E	Chính sách dân tộc của Đảng và Nhà nước Việt Nam	2
ML203E	Chính sách đối ngoại của Đảng và Nhà nước Việt Nam	2
ML204E	Chính trị học so sánh	3
ML206	Địa chính trị	2
ML208	Học thuyết chính trị Mác-Lênin	2
ML209E	Học thuyết về nhà nước và Nhà nước pháp quyền của chủ nghĩa Mác-Lênin	2
ML210	Lịch sử triết học Ấn Độ - cổ trung đại	3
ML211	Lịch sử triết học cổ điển Đức	3
ML212	Lịch sử triết học Hy Lạp - La Mã cổ đại	3
ML213	Lịch sử triết học Tây Âu thời kỳ phục hưng và cận đại	3
ML214	Lịch sử triết học Tây Âu thời trung cổ	2
ML215	Lịch sử triết học Trung Hoa - cổ trung đại	4
ML218	Những vấn đề kinh tế - chính trị đương đại	2
ML222	Phương pháp giảng dạy khoa học lý luận chính trị	2
ML223	Phương pháp nghiên cứu khoa học lý luận chính trị	2
ML224E	Phương pháp viết bài luận và thuyết trình chính trị	2
ML225E	Phương thức sản xuất châu Á	2
ML226	Thống kê cho khoa học xã hội	2
ML227	Thực tế ngoài trường khoa học chính trị	2
ML228	Chuyên đề Lịch sử Đảng Cộng sản Việt Nam	2
ML230	Triết học phương Tây hiện đại	3
ML231E	Triết học văn hóa	2
